work_year,experience_level,experience_level_long,employment_type,job_title,salary_in_aud,employee_residence,remote_ratio,company_location_long,company_size
2023,EN,Entry-level,Full Time,Applied Scientist,166020,US,0,United States,L
2023,SE,Senior-level,Full Time,Data Engineer,406055,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,332226,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,319125,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,277500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,393000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,367500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,412950,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,275250,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,327750,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,298647,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,304950,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,185400,US,100,United States,M
2023,SE,Senior-level,Full Time,Research Engineer,283665,US,0,United States,M
2023,SE,Senior-level,Full Time,Research Engineer,208500,US,0,United States,M
2023,EX,Executive-level,Full Time,Data Scientist,388125,US,0,United States,M
2023,EX,Executive-level,Full Time,Data Scientist,277500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,347250,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,249000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,258750,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,165750,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,357000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,264000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,355500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,302175,US,100,United States,M
2023,SE,Senior-level,Full Time,Applied Scientist,464100,US,0,United States,L
2023,SE,Senior-level,Full Time,Applied Scientist,238650,US,0,United States,L
2023,SE,Senior-level,Full Time,Data Engineer,172500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,122250,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,355500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,302175,US,100,United States,M
2023,SE,Senior-level,Full Time,Computer Vision Engineer,420000,US,0,United States,M
2023,SE,Senior-level,Full Time,Computer Vision Engineer,315000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Architect,420150,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Architect,252150,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,290250,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,208500,US,100,United States,M
2023,MI,Mid-level,Full Time,Data Scientist,97593,HK,0,Hong Kong,L
2023,SE,Senior-level,Full Time,Machine Learning Engineer,225000,PT,100,United States,M
2023,MI,Mid-level,Full Time,Applied Machine Learning Engineer,104627,IN,100,Germany,S
2022,EN,Entry-level,Full Time,AI Developer,450000,IN,50,India,L
2023,MI,Mid-level,Full Time,Machine Learning Engineer,144867,NL,100,Netherlands,L
2023,SE,Senior-level,Full Time,Business Intelligence Engineer,278850,US,0,United States,M
2023,SE,Senior-level,Full Time,Business Intelligence Engineer,193950,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,337500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,262500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,277500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,210000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,72434,ES,0,Spain,M
2023,SE,Senior-level,Full Time,Data Scientist,57947,ES,0,Spain,M
2023,SE,Senior-level,Full Time,Data Scientist,157500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,105000,US,0,United States,M
2023,EN,Entry-level,Full Time,Machine Learning Engineer,244794,US,0,United States,M
2023,EN,Entry-level,Full Time,Machine Learning Engineer,218828,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,325500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,277500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,304200,US,0,United States,L
2023,SE,Senior-level,Full Time,Data Analyst,156450,US,0,United States,L
2023,SE,Senior-level,Full Time,Data Analyst,217500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,97500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,247500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,198450,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,268755,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,141450,US,0,United States,M
2023,SE,Senior-level,Full Time,Analytics Engineer,228750,US,0,United States,M
2023,SE,Senior-level,Full Time,Analytics Engineer,174675,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,370950,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,200700,US,0,United States,M
2023,SE,Senior-level,Full Time,Research Engineer,304500,US,0,United States,M
2023,SE,Senior-level,Full Time,Research Engineer,199500,US,0,United States,M
2023,EN,Entry-level,Full Time,Research Scientist,330000,US,50,United States,L
2022,EN,Entry-level,Full Time,Machine Learning Engineer,84804,CH,100,Switzerland,S
2023,SE,Senior-level,Full Time,Data Scientist,225000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,180000,US,0,United States,M
2023,SE,Senior-level,Full Time,Analytics Engineer,434700,US,0,United States,M
2023,SE,Senior-level,Full Time,Analytics Engineer,321000,US,0,United States,M
2023,SE,Senior-level,Full Time,Analytics Engineer,269730,US,0,United States,M
2023,SE,Senior-level,Full Time,Analytics Engineer,215790,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,424800,US,100,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,283200,US,100,United States,M
2023,SE,Senior-level,Full Time,Analytics Engineer,434700,US,0,United States,M
2023,SE,Senior-level,Full Time,Analytics Engineer,321300,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,278850,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,193950,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,378000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,193500,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Analytics Manager,232500,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Analytics Manager,210000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,242700,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,212400,US,100,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,513450,US,0,United States,L
2023,SE,Senior-level,Full Time,Machine Learning Engineer,264150,US,0,United States,L
2023,MI,Mid-level,Full Time,Data Engineer,150000,US,100,United States,M
2023,MI,Mid-level,Full Time,Data Engineer,105000,US,100,United States,M
2023,EN,Entry-level,Full Time,Data Engineer,127500,US,0,United States,M
2023,EN,Entry-level,Full Time,Data Engineer,97500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,208176,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,124905,US,100,United States,M
2023,EN,Entry-level,Full Time,Data Analyst,112500,US,0,United States,M
2023,EN,Entry-level,Full Time,Data Analyst,105000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,306750,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,208350,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,477450,US,100,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,318300,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,142500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,112500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,292500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,240000,US,0,United States,M
2023,SE,Senior-level,Full Time,Analytics Engineer,345000,US,0,United States,M
2023,SE,Senior-level,Full Time,Analytics Engineer,214800,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Engineer,150000,US,100,United States,M
2023,MI,Mid-level,Full Time,Data Engineer,105000,US,100,United States,M
2023,MI,Mid-level,Full Time,Business Data Analyst,157500,US,50,United States,L
2023,MI,Mid-level,Full Time,Applied Data Scientist,31005,IN,100,India,L
2023,MI,Mid-level,Full Time,Data Analyst,69267,GB,0,United Kingdom,M
2023,MI,Mid-level,Full Time,Data Analyst,63800,GB,0,United Kingdom,M
2023,SE,Senior-level,Full Time,Data Engineer,217500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,172500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,252600,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,157800,US,0,United States,M
2023,SE,Senior-level,Full Time,Applied Scientist,464100,US,0,United States,L
2023,SE,Senior-level,Full Time,Applied Scientist,238650,US,0,United States,L
2023,SE,Senior-level,Full Time,Machine Learning Engineer,285000,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,225000,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Engineer,243750,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Engineer,195000,US,0,United States,M
2023,SE,Senior-level,Full Time,Analytics Engineer,225000,US,100,United States,M
2023,SE,Senior-level,Full Time,Analytics Engineer,180000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,217500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,180000,US,0,United States,M
2023,SE,Senior-level,Full Time,Applied Scientist,333300,US,0,United States,L
2023,SE,Senior-level,Full Time,Applied Scientist,204000,US,0,United States,L
2023,SE,Senior-level,Full Time,Data Analyst,82028,CF,100,Central African Republic,M
2023,SE,Senior-level,Full Time,Data Analyst,63800,CF,100,Central African Republic,M
2023,SE,Senior-level,Full Time,Data Engineer,361500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,232500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,330000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,285000,US,100,United States,M
2023,MI,Mid-level,Full Time,Data Scientist,100256,GB,0,United Kingdom,M
2023,MI,Mid-level,Full Time,Data Scientist,82028,GB,0,United Kingdom,M
2020,EX,Executive-level,Full Time,Staff Data Analyst,22500,NG,0,Canada,M
2023,MI,Mid-level,Full Time,ETL Engineer,127599,GB,100,United Kingdom,M
2023,MI,Mid-level,Full Time,ETL Engineer,86585,GB,100,United Kingdom,M
2023,EN,Entry-level,Full Time,Data Analyst,127500,US,100,United States,M
2023,EN,Entry-level,Full Time,Data Analyst,112500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,240000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,210000,US,0,United States,M
2023,MI,Mid-level,Full Time,Machine Learning Engineer,450000,US,0,United States,M
2023,MI,Mid-level,Full Time,Machine Learning Engineer,375000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,342000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,279000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,285000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,255000,US,0,United States,M
2023,MI,Mid-level,Full Time,Research Engineer,345000,US,0,United States,M
2023,MI,Mid-level,Full Time,Research Engineer,300000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Architect,270000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Architect,172500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Architect,300000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Architect,172500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data DevOps Engineer,80481,FR,50,France,S
2023,EX,Executive-level,Full Time,Data Engineer,330000,US,0,United States,M
2023,EX,Executive-level,Full Time,Data Engineer,307500,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Engineer,270000,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Engineer,195000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,300000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,225000,US,100,United States,M
2023,SE,Senior-level,Full Time,Computer Vision Engineer,322500,US,0,United States,M
2023,SE,Senior-level,Full Time,Computer Vision Engineer,255000,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,371250,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,258300,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,336000,CA,0,Canada,M
2023,SE,Senior-level,Full Time,Data Scientist,264000,CA,0,Canada,M
2023,SE,Senior-level,Full Time,Data Analyst,180000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,112500,US,100,United States,M
2023,EN,Entry-level,Full Time,Data Engineer,25533,IN,100,India,L
2023,SE,Senior-level,Full Time,Applied Data Scientist,102477,AU,100,Finland,M
2023,MI,Mid-level,Full Time,AI Developer,112530,FI,0,Finland,M
2023,SE,Senior-level,Full Time,Data Analyst,210000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,180000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,192000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,122250,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,217500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,172500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,277500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,210000,US,0,United States,M
2023,EX,Executive-level,Full Time,Head of Data,494250,US,0,United States,M
2023,EX,Executive-level,Full Time,Head of Data,404400,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Quality Analyst,150000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Quality Analyst,120000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,375000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,243750,US,0,United States,M
2023,MI,Mid-level,Full Time,AI Developer,300000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,217500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,150000,US,0,United States,M
2023,EX,Executive-level,Full Time,Data Engineer,217500,US,0,United States,M
2023,EX,Executive-level,Full Time,Data Engineer,172500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,305250,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,228000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,358500,US,0,United States,L
2023,SE,Senior-level,Full Time,Data Scientist,184350,US,0,United States,L
2023,SE,Senior-level,Full Time,Data Scientist,355500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,217500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Science Manager,287648,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Science Manager,201354,US,0,United States,M
2023,SE,Senior-level,Full Time,Analytics Engineer,285000,US,100,United States,M
2023,SE,Senior-level,Full Time,Analytics Engineer,168000,US,100,United States,M
2022,SE,Senior-level,Full Time,Data Scientist,132384,ES,100,United Kingdom,L
2023,EN,Entry-level,Full Time,Data Engineer,127500,US,0,United States,M
2023,EN,Entry-level,Full Time,Data Engineer,97500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,202500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,158250,US,0,United States,M
2023,SE,Senior-level,Full Time,Research Engineer,439500,US,0,United States,M
2023,SE,Senior-level,Full Time,Research Engineer,277500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,120000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,105000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,330000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,240000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,262500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,217500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,300000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,222750,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,72434,ES,0,Spain,M
2023,SE,Senior-level,Full Time,Data Scientist,57947,ES,0,Spain,M
2023,SE,Senior-level,Full Time,Data Engineer,360750,US,0,United States,L
2023,SE,Senior-level,Full Time,Data Engineer,185550,US,0,United States,L
2023,SE,Senior-level,Full Time,Analytics Engineer,229350,US,100,United States,M
2023,SE,Senior-level,Full Time,Analytics Engineer,175650,US,100,United States,M
2023,SE,Senior-level,Full Time,Analytics Engineer,259500,US,100,United States,M
2023,SE,Senior-level,Full Time,Analytics Engineer,169500,US,100,United States,M
2023,SE,Senior-level,Full Time,Applied Scientist,390000,US,0,United States,L
2023,SE,Senior-level,Full Time,Applied Scientist,204000,US,0,United States,L
2023,EX,Executive-level,Full Time,Data Engineer,262500,US,0,United States,M
2023,EX,Executive-level,Full Time,Data Engineer,165000,US,0,United States,M
2023,SE,Senior-level,Full Time,Applied Scientist,390000,US,0,United States,L
2023,SE,Senior-level,Full Time,Applied Scientist,204000,US,0,United States,L
2023,SE,Senior-level,Full Time,Research Scientist,195000,US,100,United States,M
2023,SE,Senior-level,Full Time,Research Scientist,165000,US,100,United States,M
2023,SE,Senior-level,Full Time,Applied Scientist,307500,US,100,United States,M
2023,SE,Senior-level,Full Time,Applied Scientist,276000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,224250,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,190613,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,292500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,240000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,329303,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,219173,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,255000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,202500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,262500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,217500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,298500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,243000,US,0,United States,M
2023,SE,Senior-level,Full Time,Applied Scientist,333300,US,0,United States,L
2023,SE,Senior-level,Full Time,Applied Scientist,204000,US,0,United States,L
2023,EX,Executive-level,Full Time,Analytics Engineer,331500,US,100,United States,M
2023,EX,Executive-level,Full Time,Analytics Engineer,229500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,280500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,192000,US,0,United States,M
2023,SE,Senior-level,Full Time,Research Scientist,315000,US,0,United States,M
2023,SE,Senior-level,Full Time,Research Scientist,204000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,262500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,150000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,268500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,163500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,367500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,270000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,213000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,112500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Manager,298200,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Manager,157800,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,187500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,168000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,315000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,232500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Manager,172500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Manager,129000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,247500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,210000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,208500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,159000,US,0,United States,M
2023,EN,Entry-level,Full Time,Data Analyst,60995,CA,0,Canada,L
2022,SE,Senior-level,Full Time,AI Developer,412500,CA,0,Canada,S
2023,SE,Senior-level,Freelancer,Machine Learning Researcher,75000,UA,50,Ukraine,S
2023,MI,Mid-level,Full Time,Machine Learning Engineer,421050,US,100,United States,M
2023,MI,Mid-level,Full Time,Machine Learning Engineer,225675,US,100,United States,M
2023,EN,Entry-level,Full Time,Data Scientist,77630,CA,100,Canada,L
2023,SE,Senior-level,Full Time,Data Architect,375750,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Architect,239250,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,217500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,172500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,210000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,180000,US,0,United States,M
2023,EN,Entry-level,Full Time,Data Scientist,195002,US,100,United States,M
2023,EN,Entry-level,Full Time,Data Scientist,107861,US,100,United States,M
2023,MI,Mid-level,Full Time,Data Scientist,140877,US,100,United States,M
2023,MI,Mid-level,Full Time,Data Scientist,77943,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,262500,CA,100,Canada,M
2023,SE,Senior-level,Full Time,Data Analyst,202500,CA,100,Canada,M
2023,EN,Entry-level,Full Time,Data Engineer,127500,US,0,United States,M
2023,EN,Entry-level,Full Time,Data Engineer,97500,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,385500,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,220500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,333000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,262500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,304500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,199800,US,100,United States,M
2023,EN,Entry-level,Full Time,Applied Scientist,320490,US,0,United States,L
2023,EN,Entry-level,Full Time,Applied Scientist,196140,US,0,United States,L
2023,SE,Senior-level,Full Time,Data Engineer,331500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,220500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Quality Analyst,150000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Quality Analyst,120000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,278850,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,193950,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,357000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,234000,US,100,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,456000,US,100,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,298500,US,100,United States,M
2023,MI,Mid-level,Full Time,Big Data Engineer,72434,ES,100,Spain,M
2023,SE,Senior-level,Full Time,Data Engineer,225000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,195000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,210000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,165000,US,100,United States,M
2023,MI,Mid-level,Full Time,Data Analyst,135000,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Analyst,112500,US,0,United States,M
2023,MI,Mid-level,Full Time,Research Scientist,293843,GB,0,United Kingdom,M
2023,MI,Mid-level,Full Time,Research Scientist,154158,GB,0,United Kingdom,M
2023,SE,Senior-level,Full Time,Data Engineer,360000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,275400,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Specialist,195000,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Specialist,120000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,375000,US,0,United States,M
